knot,crossings,s_ub,exact_s,e_ub,e_ub_minus_s_ub,source_sticks,input_status,e_status
K13a444,13,12,,,,12,unchecked,none
K13a4440,13,11,,,,11,unchecked,none
K13a4441,13,11,,,,11,unchecked,none
K13a4442,13,12,,,,12,unchecked,none
K13a4443,13,11,,,,11,unchecked,none
K13a4444,13,11,,,,11,unchecked,none
K13a4445,13,12,,,,12,unchecked,none
K13a4446,13,11,,,,11,unchecked,none
K13a4447,13,12,,,,12,unchecked,none
K13a4448,13,12,,,,12,unchecked,none
K13a4449,13,12,,,,12,unchecked,none
K13a445,13,12,,,,12,unchecked,none
K13a4450,13,12,,,,12,unchecked,none
K13a4451,13,12,,,,12,unchecked,none
K13a4452,13,12,,,,12,unchecked,none
K13a4453,13,12,,,,12,unchecked,none
K13a4454,13,12,,,,12,unchecked,none
K13a4455,13,12,,,,12,unchecked,none
K13a4456,13,12,,,,12,unchecked,none
K13a4457,13,12,,,,12,unchecked,none
K13a4458,13,12,,,,12,unchecked,none
K13a4459,13,12,,,,12,unchecked,none
K13a446,13,12,,,,12,unchecked,none
K13a4460,13,12,,,,12,unchecked,none
K13a4461,13,12,,,,12,unchecked,none
K13a4462,13,12,,,,12,unchecked,none
K13a4463,13,12,,,,12,unchecked,none
K13a4464,13,12,,,,12,unchecked,none
K13a4465,13,12,,,,12,unchecked,none
K13a4466,13,12,,,,12,unchecked,none
K13a4467,13,12,,,,12,unchecked,none
K13a4468,13,12,,,,12,unchecked,none
K13a4469,13,12,,,,12,unchecked,none
K13a447,13,12,,,,12,unchecked,none
K13a4470,13,11,,,,11,unchecked,none
K13a4471,13,12,,,,12,unchecked,none
K13a4472,13,12,,,,12,unchecked,none
K13a4473,13,12,,,,12,unchecked,none
K13a4474,13,12,,,,12,unchecked,none
K13a4475,13,12,,,,12,unchecked,none
K13a4476,13,12,,,,12,unchecked,none
K13a4477,13,11,,,,11,unchecked,none
K13a4478,13,12,,,,12,unchecked,none
K13a4479,13,11,,,,11,unchecked,none
K13a448,13,12,,,,12,unchecked,none
K13a4480,13,12,,,,12,unchecked,none
K13a4481,13,11,,,,11,unchecked,none
K13a4482,13,11,,,,11,unchecked,none
K13a4483,13,12,,,,12,unchecked,none
K13a4484,13,12,,,,12,unchecked,none
K13a4485,13,11,,,,11,unchecked,none
K13a4486,13,11,,,,11,unchecked,none
K13a4487,13,12,,,,12,unchecked,none
K13a4488,13,12,,,,12,unchecked,none
K13a4489,13,12,,,,12,unchecked,none
K13a449,13,12,,,,12,unchecked,none
K13a4490,13,12,,,,12,unchecked,none
K13a4491,13,12,,,,12,unchecked,none
K13a4492,13,12,,,,12,unchecked,none
K13a4493,13,12,,,,12,unchecked,none
K13a4494,13,12,,,,12,unchecked,none
K13a4495,13,12,,,,12,unchecked,none
K13a4496,13,12,,,,12,unchecked,none
K13a4497,13,12,,,,12,unchecked,none
K13a4498,13,12,,,,12,unchecked,none
K13a4499,13,12,,,,12,unchecked,none
K13a45,13,12,,,,12,unchecked,none
K13a450,13,13,,,,13,unchecked,none
K13a4500,13,12,,,,12,unchecked,none
K13a4501,13,12,,,,12,unchecked,none
K13a4502,13,12,,,,12,unchecked,none
K13a4503,13,12,,,,12,unchecked,none
K13a4504,13,12,,,,12,unchecked,none
K13a4505,13,12,,,,12,unchecked,none
K13a4506,13,12,,,,12,unchecked,none
K13a4507,13,12,,,,12,unchecked,none
K13a4508,13,13,,,,13,unchecked,none
K13a4509,13,13,,,,13,unchecked,none
K13a451,13,13,,,,13,unchecked,none
K13a4510,13,12,,,,12,unchecked,none
K13a4511,13,12,,,,12,unchecked,none
K13a4512,13,12,,,,12,unchecked,none
K13a4513,13,12,,,,12,unchecked,none
K13a4514,13,12,,,,12,unchecked,none
K13a4515,13,12,,,,12,unchecked,none
K13a4516,13,12,,,,12,unchecked,none
K13a4517,13,12,,,,12,unchecked,none
K13a4518,13,12,,,,12,unchecked,none
K13a4519,13,12,,,,12,unchecked,none
K13a452,13,13,,,,13,unchecked,none
K13a4520,13,12,,,,12,unchecked,none
K13a4521,13,12,,,,12,unchecked,none
K13a4522,13,12,,,,12,unchecked,none
K13a4523,13,12,,,,12,unchecked,none
K13a4524,13,12,,,,12,unchecked,none
K13a4525,13,12,,,,12,unchecked,none
K13a4526,13,12,,,,12,unchecked,none
K13a4527,13,13,,,,13,unchecked,none
K13a4528,13,12,,,,12,unchecked,none
K13a4529,13,12,,,,12,unchecked,none
K13a453,13,13,,,,13,unchecked,none
K13a4530,13,12,,,,12,unchecked,none
K13a4531,13,12,,,,12,unchecked,none
K13a4532,13,12,,,,12,unchecked,none
K13a4533,13,12,,,,12,unchecked,none
K13a4534,13,12,,,,12,unchecked,none
K13a4535,13,12,,,,12,unchecked,none
K13a4536,13,12,,,,12,unchecked,none
K13a4537,13,12,,,,12,unchecked,none
K13a4538,13,13,,,,13,unchecked,none
K13a4539,13,13,,,,13,unchecked,none
K13a454,13,12,,,,12,unchecked,none
K13a4540,13,13,,,,13,unchecked,none
K13a4541,13,12,,,,12,unchecked,none
K13a4542,13,12,,,,12,unchecked,none
K13a4543,13,12,,,,12,unchecked,none
K13a4544,13,12,,,,12,unchecked,none
K13a4545,13,12,,,,12,unchecked,none
K13a4546,13,12,,,,12,unchecked,none
K13a4547,13,13,,,,13,unchecked,none
K13a4548,13,13,,,,13,unchecked,none
K13a4549,13,13,,,,13,unchecked,none
K13a455,13,12,,,,12,unchecked,none
K13a4550,13,13,,,,13,unchecked,none
K13a4551,13,13,,,,13,unchecked,none
K13a4552,13,13,,,,13,unchecked,none
K13a4553,13,13,,,,13,unchecked,none
K13a4554,13,13,,,,13,unchecked,none
K13a4555,13,13,,,,13,unchecked,none
K13a4556,13,13,,,,13,unchecked,none
K13a4557,13,11,,,,11,unchecked,none
K13a4558,13,12,,,,12,unchecked,none
K13a4559,13,12,,,,12,unchecked,none
K13a456,13,12,,,,12,unchecked,none
K13a4560,13,13,,,,13,unchecked,none
K13a4561,13,13,,,,13,unchecked,none
K13a4562,13,12,,,,12,unchecked,none
K13a4563,13,13,,,,13,unchecked,none
K13a4564,13,13,,,,13,unchecked,none
K13a4565,13,13,,,,13,unchecked,none
K13a4566,13,12,,,,12,unchecked,none
K13a4567,13,12,,,,12,unchecked,none
K13a4568,13,13,,,,13,unchecked,none
K13a4569,13,13,,,,13,unchecked,none
K13a457,13,13,,,,13,unchecked,none
K13a4570,13,13,,,,13,unchecked,none
K13a4571,13,13,,,,13,unchecked,none
K13a4572,13,13,,,,13,unchecked,none
K13a4573,13,13,,,,13,unchecked,none
K13a4574,13,12,,,,12,unchecked,none
K13a4575,13,12,,,,12,unchecked,none
K13a4576,13,12,,,,12,unchecked,none
K13a4577,13,12,,,,12,unchecked,none
K13a4578,13,12,,,,12,unchecked,none
K13a4579,13,12,,,,12,unchecked,none
K13a458,13,12,,,,12,unchecked,none
K13a4580,13,12,,,,12,unchecked,none
K13a4581,13,12,,,,12,unchecked,none
K13a4582,13,12,,,,12,unchecked,none
K13a4583,13,12,,,,12,unchecked,none
K13a4584,13,12,,,,12,unchecked,none
K13a4585,13,12,,,,12,unchecked,none
K13a4586,13,11,,,,11,unchecked,none
K13a4587,13,12,,,,12,unchecked,none
K13a4588,13,12,,,,12,unchecked,none
K13a4589,13,12,,,,12,unchecked,none
K13a459,13,13,,,,13,unchecked,none
K13a4590,13,12,,,,12,unchecked,none
K13a4591,13,12,,,,12,unchecked,none
K13a4592,13,12,,,,12,unchecked,none
K13a4593,13,12,,,,12,unchecked,none
K13a4594,13,12,,,,12,unchecked,none
K13a4595,13,11,,,,11,unchecked,none
K13a4596,13,11,,,,11,unchecked,none
K13a4597,13,12,,,,12,unchecked,none
K13a4598,13,11,,,,11,unchecked,none
K13a4599,13,12,,,,12,unchecked,none
K13a46,13,12,,,,12,unchecked,none
K13a460,13,12,,,,12,unchecked,none
K13a4600,13,12,,,,12,unchecked,none
K13a4601,13,11,,,,11,unchecked,none
K13a4602,13,12,,,,12,unchecked,none
K13a4603,13,11,,,,11,unchecked,none
K13a4604,13,12,,,,12,unchecked,none
K13a4605,13,11,,,,11,unchecked,none
K13a4606,13,12,,,,12,unchecked,none
K13a4607,13,12,,,,12,unchecked,none
K13a4608,13,12,,,,12,unchecked,none
K13a4609,13,12,,,,12,unchecked,none
K13a461,13,12,,,,12,unchecked,none
K13a4610,13,11,,,,11,unchecked,none
K13a4611,13,12,,,,12,unchecked,none
K13a4612,13,11,,,,11,unchecked,none
K13a4613,13,12,,,,12,unchecked,none
K13a4614,13,12,,,,12,unchecked,none
K13a4615,13,12,,,,12,unchecked,none
K13a4616,13,12,,,,12,unchecked,none
K13a4617,13,12,,,,12,unchecked,none
K13a4618,13,12,,,,12,unchecked,none
K13a4619,13,12,,,,12,unchecked,none
K13a462,13,12,,,,12,unchecked,none
K13a4620,13,11,,,,11,unchecked,none
K13a4621,13,12,,,,12,unchecked,none
K13a4622,13,13,,,,13,unchecked,none
K13a4623,13,13,,,,13,unchecked,none
K13a4624,13,12,,,,12,unchecked,none
K13a4625,13,12,,,,12,unchecked,none
K13a4626,13,12,,,,12,unchecked,none
K13a4627,13,12,,,,12,unchecked,none
K13a4628,13,12,,,,12,unchecked,none
K13a4629,13,12,,,,12,unchecked,none
K13a463,13,13,,,,13,unchecked,none
K13a4630,13,12,,,,12,unchecked,none
K13a4631,13,12,,,,12,unchecked,none
K13a4632,13,12,,,,12,unchecked,none
K13a4633,13,12,,,,12,unchecked,none
K13a4634,13,12,,,,12,unchecked,none
K13a4635,13,12,,,,12,unchecked,none
K13a4636,13,12,,,,12,unchecked,none
K13a4637,13,12,,,,12,unchecked,none
K13a4638,13,12,,,,12,unchecked,none
K13a4639,13,12,,,,12,unchecked,none
K13a464,13,12,,,,12,unchecked,none
K13a4640,13,12,,,,12,unchecked,none
K13a4641,13,12,,,,12,unchecked,none
K13a4642,13,12,,,,12,unchecked,none
K13a4643,13,12,,,,12,unchecked,none
K13a4644,13,12,,,,12,unchecked,none
K13a4645,13,12,,,,12,unchecked,none
K13a4646,13,12,,,,12,unchecked,none
K13a4647,13,12,,,,12,unchecked,none
K13a4648,13,12,,,,12,unchecked,none
K13a4649,13,12,,,,12,unchecked,none
K13a465,13,13,,,,13,unchecked,none
K13a4650,13,12,,,,12,unchecked,none
K13a4651,13,12,,,,12,unchecked,none
K13a4652,13,12,,,,12,unchecked,none
K13a4653,13,12,,,,12,unchecked,none
K13a4654,13,12,,,,12,unchecked,none
K13a4655,13,12,,,,12,unchecked,none
K13a4656,13,12,,,,12,unchecked,none
K13a4657,13,12,,,,12,unchecked,none
K13a4658,13,12,,,,12,unchecked,none
K13a4659,13,12,,,,12,unchecked,none
K13a466,13,13,,,,13,unchecked,none
K13a4660,13,12,,,,12,unchecked,none
K13a4661,13,12,,,,12,unchecked,none
K13a4662,13,12,,,,12,unchecked,none
K13a4663,13,12,,,,12,unchecked,none
K13a4664,13,12,,,,12,unchecked,none
K13a4665,13,12,,,,12,unchecked,none
K13a4666,13,12,,,,12,unchecked,none
K13a4667,13,12,,,,12,unchecked,none
K13a4668,13,11,,,,11,unchecked,none
K13a4669,13,12,,,,12,unchecked,none
K13a467,13,13,,,,13,unchecked,none
K13a4670,13,12,,,,12,unchecked,none
K13a4671,13,12,,,,12,unchecked,none
K13a4672,13,12,,,,12,unchecked,none
K13a4673,13,12,,,,12,unchecked,none
K13a4674,13,12,,,,12,unchecked,none
K13a4675,13,12,,,,12,unchecked,none
K13a4676,13,12,,,,12,unchecked,none
K13a4677,13,12,,,,12,unchecked,none
K13a4678,13,12,,,,12,unchecked,none
K13a4679,13,11,,,,11,unchecked,none
K13a468,13,13,,,,13,unchecked,none
K13a4680,13,11,,,,11,unchecked,none
K13a4681,13,11,,,,11,unchecked,none
K13a4682,13,12,,,,12,unchecked,none
K13a4683,13,12,,,,12,unchecked,none
K13a4684,13,12,,,,12,unchecked,none
K13a4685,13,12,,,,12,unchecked,none
K13a4686,13,12,,,,12,unchecked,none
K13a4687,13,12,,,,12,unchecked,none
K13a4688,13,12,,,,12,unchecked,none
K13a4689,13,12,,,,12,unchecked,none
K13a469,13,12,,,,12,unchecked,none
K13a4690,13,12,,,,12,unchecked,none
K13a4691,13,12,,,,12,unchecked,none
K13a4692,13,12,,,,12,unchecked,none
K13a4693,13,12,,,,12,unchecked,none
K13a4694,13,12,,,,12,unchecked,none
K13a4695,13,12,,,,12,unchecked,none
K13a4696,13,12,,,,12,unchecked,none
K13a4697,13,12,,,,12,unchecked,none
K13a4698,13,12,,,,12,unchecked,none
K13a4699,13,12,,,,12,unchecked,none
K13a47,13,12,,,,12,unchecked,none
K13a470,13,12,,,,12,unchecked,none
K13a4700,13,12,,,,12,unchecked,none
K13a4701,13,12,,,,12,unchecked,none
K13a4702,13,12,,,,12,unchecked,none
K13a4703,13,12,,,,12,unchecked,none
K13a4704,13,12,,,,12,unchecked,none
K13a4705,13,12,,,,12,unchecked,none
K13a4706,13,12,,,,12,unchecked,none
K13a4707,13,12,,,,12,unchecked,none
K13a4708,13,12,,,,12,unchecked,none
K13a4709,13,12,,,,12,unchecked,none
K13a471,13,12,,,,12,unchecked,none
K13a4710,13,12,,,,12,unchecked,none
K13a4711,13,12,,,,12,unchecked,none
K13a4712,13,12,,,,12,unchecked,none
K13a4713,13,12,,,,12,unchecked,none
K13a4714,13,12,,,,12,unchecked,none
K13a4715,13,12,,,,12,unchecked,none
K13a4716,13,12,,,,12,unchecked,none
K13a4717,13,12,,,,12,unchecked,none
K13a4718,13,12,,,,12,unchecked,none
K13a4719,13,12,,,,12,unchecked,none
K13a472,13,12,,,,12,unchecked,none
K13a4720,13,12,,,,12,unchecked,none
K13a4721,13,12,,,,12,unchecked,none
K13a4722,13,12,,,,12,unchecked,none
K13a4723,13,12,,,,12,unchecked,none
K13a4724,13,12,,,,12,unchecked,none
K13a4725,13,12,,,,12,unchecked,none
K13a4726,13,12,,,,12,unchecked,none
K13a4727,13,12,,,,12,unchecked,none
K13a4728,13,12,,,,12,unchecked,none
K13a4729,13,12,,,,12,unchecked,none
K13a473,13,13,,,,13,unchecked,none
K13a4730,13,11,,,,11,unchecked,none
K13a4731,13,11,,,,11,unchecked,none
K13a4732,13,12,,,,12,unchecked,none
K13a4733,13,12,,,,12,unchecked,none
K13a4734,13,12,,,,12,unchecked,none
K13a4735,13,12,,,,12,unchecked,none
K13a4736,13,12,,,,12,unchecked,none
K13a4737,13,12,,,,12,unchecked,none
K13a4738,13,11,,,,11,unchecked,none
K13a4739,13,12,,,,12,unchecked,none
K13a474,13,12,,,,12,unchecked,none
K13a4740,13,12,,,,12,unchecked,none
K13a4741,13,12,,,,12,unchecked,none
K13a4742,13,12,,,,12,unchecked,none
K13a4743,13,12,,,,12,unchecked,none
K13a4744,13,12,,,,12,unchecked,none
K13a4745,13,12,,,,12,unchecked,none
K13a4746,13,11,,,,11,unchecked,none
K13a4747,13,12,,,,12,unchecked,none
K13a4748,13,12,,,,12,unchecked,none
K13a4749,13,11,,,,11,unchecked,none
K13a475,13,13,,,,13,unchecked,none
K13a4750,13,12,,,,12,unchecked,none
K13a4751,13,12,,,,12,unchecked,none
K13a4752,13,12,,,,12,unchecked,none
K13a4753,13,12,,,,12,unchecked,none
K13a4754,13,12,,,,12,unchecked,none
K13a4755,13,12,,,,12,unchecked,none
K13a4756,13,12,,,,12,unchecked,none
K13a4757,13,11,,,,11,unchecked,none
K13a4758,13,12,,,,12,unchecked,none
K13a4759,13,12,,,,12,unchecked,none
K13a476,13,12,,,,12,unchecked,none
K13a4760,13,12,,,,12,unchecked,none
K13a4761,13,12,,,,12,unchecked,none
K13a4762,13,12,,,,12,unchecked,none
K13a4763,13,12,,,,12,unchecked,none
K13a4764,13,12,,,,12,unchecked,none
K13a4765,13,12,,,,12,unchecked,none
K13a4766,13,12,,,,12,unchecked,none
K13a4767,13,12,,,,12,unchecked,none
K13a4768,13,12,,,,12,unchecked,none
K13a4769,13,12,,,,12,unchecked,none
K13a477,13,13,,,,13,unchecked,none
K13a4770,13,12,,,,12,unchecked,none
K13a4771,13,12,,,,12,unchecked,none
K13a4772,13,12,,,,12,unchecked,none
K13a4773,13,12,,,,12,unchecked,none
K13a4774,13,12,,,,12,unchecked,none
K13a4775,13,12,,,,12,unchecked,none
K13a4776,13,12,,,,12,unchecked,none
K13a4777,13,12,,,,12,unchecked,none
K13a4778,13,12,,,,12,unchecked,none
K13a4779,13,12,,,,12,unchecked,none
K13a478,13,13,,,,13,unchecked,none
K13a4780,13,12,,,,12,unchecked,none
K13a4781,13,12,,,,12,unchecked,none
K13a4782,13,12,,,,12,unchecked,none
K13a4783,13,12,,,,12,unchecked,none
K13a4784,13,12,,,,12,unchecked,none
K13a4785,13,12,,,,12,unchecked,none
K13a4786,13,12,,,,12,unchecked,none
K13a4787,13,12,,,,12,unchecked,none
K13a4788,13,12,,,,12,unchecked,none
K13a4789,13,12,,,,12,unchecked,none
K13a479,13,12,,,,12,unchecked,none
K13a4790,13,12,,,,12,unchecked,none
K13a4791,13,12,,,,12,unchecked,none
K13a4792,13,12,,,,12,unchecked,none
K13a4793,13,12,,,,12,unchecked,none
K13a4794,13,12,,,,12,unchecked,none
K13a4795,13,12,,,,12,unchecked,none
K13a4796,13,12,,,,12,unchecked,none
K13a4797,13,12,,,,12,unchecked,none
K13a4798,13,12,,,,12,unchecked,none
K13a4799,13,13,,,,13,unchecked,none
K13a48,13,13,,,,13,unchecked,none
K13a480,13,13,,,,13,unchecked,none
K13a4800,13,13,,,,13,unchecked,none
K13a4801,13,12,,,,12,unchecked,none
K13a4802,13,12,,,,12,unchecked,none
K13a4803,13,12,,,,12,unchecked,none
K13a4804,13,12,,,,12,unchecked,none
K13a4805,13,12,,,,12,unchecked,none
K13a4806,13,13,,,,13,unchecked,none
K13a4807,13,12,,,,12,unchecked,none
K13a4808,13,12,,,,12,unchecked,none
K13a4809,13,12,,,,12,unchecked,none
K13a481,13,13,,,,13,unchecked,none
K13a4810,13,12,,,,12,unchecked,none
K13a4811,13,12,,,,12,unchecked,none
K13a4812,13,12,,,,12,unchecked,none
K13a4813,13,12,,,,12,unchecked,none
K13a4814,13,12,,,,12,unchecked,none
K13a4815,13,12,,,,12,unchecked,none
K13a4816,13,12,,,,12,unchecked,none
K13a4817,13,12,,,,12,unchecked,none
K13a4818,13,12,,,,12,unchecked,none
K13a4819,13,12,,,,12,unchecked,none
K13a482,13,13,,,,13,unchecked,none
K13a4820,13,12,,,,12,unchecked,none
K13a4821,13,12,,,,12,unchecked,none
K13a4822,13,13,,,,13,unchecked,none
K13a4823,13,13,,,,13,unchecked,none
K13a4824,13,13,,,,13,unchecked,none
K13a4825,13,13,,,,13,unchecked,none
K13a4826,13,12,,,,12,unchecked,none
K13a4827,13,12,,,,12,unchecked,none
K13a4828,13,13,,,,13,unchecked,none
K13a4829,13,13,,,,13,unchecked,none
K13a483,13,12,,,,12,unchecked,none
K13a4830,13,13,,,,13,unchecked,none
K13a4831,13,13,,,,13,unchecked,none
K13a4832,13,13,,,,13,unchecked,none
K13a4833,13,12,,,,12,unchecked,none
K13a4834,13,13,,,,13,unchecked,none
K13a4835,13,13,,,,13,unchecked,none
K13a4836,13,12,,,,12,unchecked,none
K13a4837,13,12,,,,12,unchecked,none
K13a4838,13,12,,,,12,unchecked,none
K13a4839,13,12,,,,12,unchecked,none
K13a484,13,12,,,,12,unchecked,none
K13a4840,13,12,,,,12,unchecked,none
K13a4841,13,12,,,,12,unchecked,none
K13a4842,13,12,,,,12,unchecked,none
K13a4843,13,12,,,,12,unchecked,none
K13a4844,13,12,,,,12,unchecked,none
K13a4845,13,12,,,,12,unchecked,none
K13a4846,13,12,,,,12,unchecked,none
K13a4847,13,12,,,,12,unchecked,none
K13a4848,13,12,,,,12,unchecked,none
K13a4849,13,12,,,,12,unchecked,none
K13a485,13,12,,,,12,unchecked,none
K13a4850,13,12,,,,12,unchecked,none
K13a4851,13,12,,,,12,unchecked,none
K13a4852,13,12,,,,12,unchecked,none
K13a4853,13,12,,,,12,unchecked,none
K13a4854,13,12,,,,12,unchecked,none
K13a4855,13,12,,,,12,unchecked,none
K13a4856,13,12,,,,12,unchecked,none
K13a4857,13,12,,,,12,unchecked,none
K13a4858,13,13,,,,13,unchecked,none
K13a4859,13,12,,,,12,unchecked,none
K13a486,13,12,,,,12,unchecked,none
K13a4860,13,12,,,,12,unchecked,none
K13a4861,13,12,,,,12,unchecked,none
K13a4862,13,13,,,,13,unchecked,none
K13a4863,13,13,,,,13,unchecked,none
K13a4864,13,13,,,,13,unchecked,none
K13a4865,13,13,,,,13,unchecked,none
K13a4866,13,13,,,,13,unchecked,none
K13a4867,13,13,,,,13,unchecked,none
K13a4868,13,13,,,,13,unchecked,none
K13a4869,13,13,,,,13,unchecked,none
K13a487,13,12,,,,12,unchecked,none
K13a4870,13,13,,,,13,unchecked,none
K13a4871,13,13,,,,13,unchecked,none
K13a4872,13,13,,,,13,unchecked,none
K13a4873,13,13,,,,13,unchecked,none
K13a4874,13,13,,,,13,unchecked,none
K13a4875,13,13,,,,13,unchecked,none
K13a4876,13,13,,,,13,unchecked,none
K13a4877,13,13,,,,13,unchecked,none
K13a4878,13,13,,,,13,matched,none
K13a488,13,12,,,,12,unchecked,none
K13a489,13,12,,,,12,unchecked,none
K13a49,13,13,,,,13,unchecked,none
K13a490,13,12,,,,12,unchecked,none
K13a491,13,13,,,,13,unchecked,none
K13a492,13,13,,,,13,unchecked,none
K13a493,13,12,,,,12,unchecked,none
K13a494,13,13,,,,13,unchecked,none
K13a495,13,13,,,,13,unchecked,none
K13a496,13,13,,,,13,unchecked,none
K13a497,13,12,,,,12,matched,none
K13a498,13,12,,,,12,unchecked,none
K13a499,13,13,,,,13,unchecked,none
K13a5,13,12,,,,12,unchecked,none
K13a50,13,12,,,,12,unchecked,none
K13a500,13,12,,,,12,unchecked,none
K13a501,13,13,,,,13,unchecked,none
K13a502,13,13,,,,13,unchecked,none
K13a503,13,13,,,,13,unchecked,none
K13a504,13,13,,,,13,unchecked,none
K13a505,13,12,,,,12,unchecked,none
K13a506,13,12,,,,12,unchecked,none
K13a507,13,12,,,,12,unchecked,none
K13a508,13,12,,,,12,unchecked,none
K13a509,13,12,,,,12,unchecked,none
K13a51,13,12,,,,12,unchecked,none
K13a510,13,12,,,,12,unchecked,none
K13a511,13,12,,,,12,unchecked,none
K13a512,13,12,,,,12,unchecked,none
K13a513,13,12,,,,12,unchecked,none
K13a514,13,12,,,,12,unchecked,none
K13a515,13,13,,,,13,unchecked,none
K13a516,13,12,,,,12,unchecked,none
K13a517,13,12,,,,12,unchecked,none
K13a518,13,12,,,,12,unchecked,none
K13a519,13,12,,,,12,unchecked,none
K13a52,13,12,,,,12,unchecked,none
K13a520,13,12,,,,12,unchecked,none
K13a521,13,13,,,,13,unchecked,none
K13a522,13,12,,,,12,unchecked,none
K13a523,13,13,,,,13,unchecked,none
K13a524,13,13,,,,13,unchecked,none
K13a525,13,12,,,,12,unchecked,none
K13a526,13,12,,,,12,unchecked,none
K13a527,13,13,,,,13,unchecked,none
K13a528,13,12,,,,12,unchecked,none
K13a529,13,12,,,,12,unchecked,none
K13a53,13,12,,,,12,unchecked,none
K13a530,13,12,,,,12,unchecked,none
K13a531,13,12,,,,12,unchecked,none
K13a532,13,13,,,,13,unchecked,none
K13a533,13,13,,,,13,unchecked,none
K13a534,13,13,,,,13,unchecked,none
K13a535,13,13,,,,13,unchecked,none
K13a536,13,13,,,,13,unchecked,none
K13a537,13,12,,,,12,unchecked,none
K13a538,13,12,,,,12,unchecked,none
K13a539,13,12,,,,12,unchecked,none
K13a54,13,13,,,,13,unchecked,none
K13a540,13,12,,,,12,unchecked,none
K13a541,13,13,,,,13,unchecked,none
K13a542,13,13,,,,13,unchecked,none
K13a543,13,13,,,,13,unchecked,none
K13a544,13,13,,,,13,unchecked,none
K13a545,13,13,,,,13,unchecked,none
K13a546,13,12,,,,12,unchecked,none
K13a547,13,13,,,,13,unchecked,none
K13a548,13,13,,,,13,unchecked,none
K13a549,13,13,,,,13,unchecked,none
K13a55,13,12,,,,12,unchecked,none
K13a550,13,12,,,,12,unchecked,none
K13a551,13,13,,,,13,unchecked,none
K13a552,13,13,,,,13,unchecked,none
K13a553,13,13,,,,13,unchecked,none
K13a554,13,12,,,,12,unchecked,none
K13a555,13,13,,,,13,unchecked,none
K13a556,13,13,,,,13,unchecked,none
K13a557,13,12,,,,12,unchecked,none
K13a558,13,13,,,,13,unchecked,none
K13a559,13,13,,,,13,unchecked,none
K13a56,13,12,,,,12,unchecked,none
K13a560,13,13,,,,13,unchecked,none
K13a561,13,13,,,,13,unchecked,none
K13a562,13,12,,,,12,unchecked,none
K13a563,13,12,,,,12,unchecked,none
K13a564,13,13,,,,13,unchecked,none
K13a565,13,13,,,,13,unchecked,none
K13a566,13,13,,,,13,unchecked,none
K13a567,13,13,,,,13,unchecked,none
K13a568,13,12,,,,12,unchecked,none
K13a569,13,13,,,,13,unchecked,none
K13a57,13,12,,,,12,unchecked,none
K13a570,13,12,,,,12,unchecked,none
K13a571,13,13,,,,13,matched,none
K13a572,13,13,,,,13,unchecked,none
K13a573,13,12,,,,12,unchecked,none
K13a574,13,13,,,,13,unchecked,none
K13a575,13,13,,,,13,unchecked,none
K13a576,13,13,,,,13,unchecked,none
K13a577,13,12,,,,12,unchecked,none
K13a578,13,13,,,,13,unchecked,none
K13a579,13,13,,,,13,unchecked,none
K13a58,13,12,,,,12,unchecked,none
K13a580,13,13,,,,13,unchecked,none
K13a581,13,13,,,,13,unchecked,none
K13a582,13,12,,,,12,unchecked,none
K13a583,13,12,,,,12,unchecked,none
K13a584,13,13,,,,13,unchecked,none
K13a585,13,13,,,,13,unchecked,none
K13a586,13,13,,,,13,unchecked,none
K13a587,13,13,,,,13,unchecked,none
K13a588,13,13,,,,13,unchecked,none
K13a589,13,12,,,,12,unchecked,none
K13a59,13,12,,,,12,unchecked,none
K13a590,13,12,,,,12,unchecked,none
K13a591,13,13,,,,13,unchecked,none
K13a592,13,13,,,,13,unchecked,none
K13a593,13,12,,,,12,unchecked,none
K13a594,13,13,,,,13,unchecked,none
K13a595,13,13,,,,13,unchecked,none
K13a596,13,13,,,,13,matched,none
K13a597,13,13,,,,13,unchecked,none
K13a598,13,13,,,,13,unchecked,none
K13a599,13,12,,,,12,unchecked,none
K13a6,13,13,,,,13,unchecked,none
K13a60,13,12,,,,12,unchecked,none
K13a600,13,13,,,,13,unchecked,none
K13a601,13,13,,,,13,unchecked,none
K13a602,13,12,,,,12,unchecked,none
K13a603,13,13,,,,13,unchecked,none
K13a604,13,12,,,,12,unchecked,none
K13a605,13,13,,,,13,unchecked,none
K13a606,13,12,,,,12,unchecked,none
K13a607,13,12,,,,12,unchecked,none
K13a608,13,12,,,,12,unchecked,none
K13a609,13,12,,,,12,unchecked,none
K13a61,13,12,,,,12,unchecked,none
K13a610,13,12,,,,12,unchecked,none
K13a611,13,13,,,,13,unchecked,none
K13a612,13,13,,,,13,unchecked,none
K13a613,13,12,,,,12,unchecked,none
K13a614,13,12,,,,12,unchecked,none
K13a615,13,12,,,,12,unchecked,none
K13a616,13,12,,,,12,unchecked,none
K13a617,13,12,,,,12,unchecked,none
K13a618,13,12,,,,12,unchecked,none
K13a619,13,12,,,,12,unchecked,none
K13a62,13,13,,,,13,unchecked,none
K13a620,13,13,,,,13,unchecked,none
K13a621,13,13,,,,13,unchecked,none
K13a622,13,12,,,,12,unchecked,none
K13a623,13,12,,,,12,unchecked,none
K13a624,13,13,,,,13,unchecked,none
K13a625,13,13,,,,13,unchecked,none
K13a626,13,12,,,,12,unchecked,none
K13a627,13,13,,,,13,unchecked,none
