knot,crossings,sticks,input_min_dist
K12n678,12,11,0.0076586612526523355
K12n679,12,12,0.0043221714684419238
K12n68,12,11,0.0073312127696964777
K12n680,12,12,0.008652765288959802
K12n681,12,12,0.015510568164345073
K12n682,12,12,0.0010284692484583738
K12n683,12,11,0.00057745637583017379
K12n684,12,11,1.3798022304142285e-05
K12n685,12,11,0.0036943451246576123
K12n686,12,11,0.0005460462839275746
K12n687,12,11,0.00075330524439657937
K12n688,12,11,0.0087895795819052276
K12n689,12,11,0.00022019482858857641
K12n69,12,11,0.0003630295237260911
K12n690,12,11,0.00049440131822830482
K12n691,12,12,0.015246110233708546
K12n692,12,11,0.0023593560191605824
K12n693,12,12,0.0028497404971073457
K12n694,12,11,0.0026852281968422257
K12n695,12,10,0.0012888769620594616
K12n696,12,11,0.0033222937396374078
K12n697,12,11,0.00063446393248225541
K12n698,12,11,0.00035294579462703021
K12n699,12,11,0.00020640107802431587
K12n7,12,11,4.5366935281665828e-05
K12n70,12,11,0.00058073393303185051
K12n700,12,11,0.0033422447268979345
K12n701,12,11,0.0042306694814203006
K12n702,12,10,0.0023780884465534145
K12n703,12,10,0.0067149289281715624
K12n704,12,10,0.0009123266843906136
K12n705,12,11,0.0039195178084071467
K12n706,12,11,0.0012488031768175933
K12n707,12,11,0.014094942521659597
K12n708,12,10,0.0076096776624727932
K12n709,12,10,7.9752771101748051e-05
K12n71,12,11,0.0031941811637267985
K12n710,12,11,0.0040386092282004172
K12n711,12,10,0.00014286438391723411
K12n712,12,11,0.0003624353468483308
K12n713,12,11,0.0057838692361769839
K12n714,12,10,0.00010541809506393993
K12n715,12,11,0.0043529636599766398
K12n716,12,10,0.0010344375151317385
K12n717,12,11,0.0011462206818191011
K12n718,12,11,0.0041346297025418042
K12n719,12,11,0.00077202636283635285
K12n72,12,11,0.00083181331901050631
K12n720,12,11,3.3581372819071963e-05
K12n721,12,12,0.00078936971528277306
K12n722,12,12,0.0029154138011305395
K12n723,12,12,0.0060681455845734665
K12n724,12,12,0.001991891727835168
K12n725,12,10,0.0054675021800508605
K12n726,12,12,0.0047761456425500547
K12n727,12,11,0.003236955543229089
K12n728,12,11,0.00040073051234712579
K12n729,12,11,0.0015012270994814061
K12n73,12,11,0.0021640522329001558
K12n730,12,10,0.0040759258811575031
K12n731,12,11,0.00042529413271637017
K12n732,12,11,0.0030220073700029096
K12n733,12,11,0.0056063163105386175
K12n734,12,11,0.0010214945726280051
K12n735,12,11,0.0054730353006186725
K12n736,12,11,0.0025072588475715308
K12n737,12,11,0.0083024924343606098
K12n738,12,11,0.0025795666583899642
K12n739,12,11,0.0029539121231781313
K12n74,12,11,0.00078608431476271073
K12n740,12,11,0.0093759594422000471
K12n741,12,11,0.0018660591694921417
K12n742,12,11,0.0062492023491686234
K12n743,12,11,0.0034074057509825132
K12n744,12,11,0.0063501367373243901
K12n745,12,11,0.0013608093900248626
K12n746,12,11,0.0050585307704264807
K12n747,12,10,0.00067999736660360229
K12n748,12,10,0.0041801370323717325
K12n749,12,10,0.0015077557429910404
K12n75,12,11,0.0049588847277325532
K12n750,12,11,0.00095754207711841075
K12n751,12,10,0.010027718747640723
K12n752,12,11,0.0030584549068684731
K12n753,12,11,0.0023099483183834572
K12n754,12,10,0.0013375631103722419
K12n755,12,11,0.0027958164810533595
K12n756,12,11,0.00032140690486692465
K12n757,12,11,0.0064258848179051427
K12n758,12,11,0.0010545118821488212
K12n759,12,11,0.0016826140800646346
K12n76,12,11,0.0010572959463144907
K12n760,12,11,0.00013050360854863349
K12n761,12,11,0.0026983665701556651
K12n762,12,11,0.00095897685629261413
K12n763,12,11,0.0033688025967924646
K12n764,12,11,0.0020049299634567349
K12n765,12,11,0.0058441499617475625
K12n766,12,11,0.0018179629796200305
K12n767,12,10,0.0011739120695482153
K12n768,12,11,0.0082973889345029882
K12n769,12,11,0.0035103728338967202
K12n77,12,11,7.2397899654569041e-05
K12n770,12,11,0.00051301763786397003
K12n771,12,11,0.00014711623727661281
K12n772,12,10,0.00073618758898932955
K12n773,12,11,0.00098412956769065103
K12n774,12,11,0.004274905254769183
K12n775,12,11,0.0016805640547979848
K12n776,12,11,0.00067037008151386683
K12n777,12,11,0.0023467026364563386
K12n778,12,10,0.0020886348435617372
K12n779,12,11,0.0022598920544439293
K12n78,12,11,0.0042896140161417934
K12n780,12,11,0.00041291922714698409
K12n781,12,11,0.0022697163650244236
K12n782,12,10,0.0047540594674244886
K12n783,12,11,0.00039025711051850117
K12n784,12,11,0.002805495946458457
K12n785,12,11,0.0019274237510104486
K12n786,12,11,0.0023555923879161438
K12n787,12,10,0.0008853406658660746
K12n788,12,11,0.00068713905330857969
K12n789,12,11,0.00024329997227518635
K12n79,12,11,0.0079049611596626324
K12n790,12,10,0.0019411292449315201
K12n791,12,11,0.00024870892152292523
K12n792,12,10,0.00096925044781807587
K12n793,12,11,0.0030717940132028252
K12n794,12,11,0.013963140930585283
K12n795,12,11,0.00044077560645096526
K12n796,12,11,0.0032244595542346315
K12n797,12,11,0.00089498439843613015
K12n798,12,10,0.00067607444509284076
K12n799,12,11,0.00078837049224803643
K12n8,12,11,0.0010057342821769872
K12n80,12,11,0.0017592993152064952
K12n800,12,11,0.00051992507304532897
K12n801,12,11,0.0016247209306929024
K12n802,12,10,0.005451974260758519
K12n803,12,11,0.00010472362136974194
K12n804,12,11,0.00043250691907670898
K12n805,12,11,0.0053089622253592178
K12n806,12,11,0.0014028648263785545
K12n807,12,10,5.4520563632039614e-05
K12n808,12,11,0.0051925649148660104
K12n809,12,10,0.00076128883891015027
K12n81,12,11,0.001450537888374541
K12n810,12,11,0.0014148011766017745
K12n811,12,10,0.001872181749235326
K12n812,12,11,0.00037859644002815744
K12n813,12,11,0.0016551968404035237
K12n814,12,11,0.0027259565899438939
K12n815,12,11,0.0028468691690073803
K12n816,12,11,0.0026266082053970326
K12n817,12,11,0.0020671362373028785
K12n818,12,11,0.0018777958658078311
K12n819,12,10,0.0018415491056728425
K12n82,12,12,7.5318673802398633e-06
K12n820,12,11,0.0023107867118915626
K12n821,12,10,0.016912354223859748
K12n822,12,11,0.0012810088581734944
K12n823,12,11,0.0038014719087462873
K12n824,12,11,0.0049389509613791118
K12n825,12,11,0.00049781365702436856
K12n826,12,11,0.0038893128175153864
K12n827,12,11,0.00038858974357974471
K12n828,12,11,0.0017382882453738724
K12n829,12,10,0.0086303396579966926
K12n83,12,11,0.0003528088022855019
K12n830,12,11,0.017874085611280951
K12n831,12,10,0.0019319307044548995
K12n832,12,11,0.0029790583308360666
K12n833,12,11,0.0062007146406439541
K12n834,12,11,0.0044315215001036875
K12n835,12,11,0.0045713281314049264
K12n836,12,11,0.0040497712809586216
K12n837,12,11,0.0007334789026068317
K12n838,12,11,0.011128131045666361
K12n839,12,11,5.2621731025317438e-05
K12n84,12,11,0.0083247060085166243
K12n840,12,11,4.3257168187742666e-05
K12n841,12,11,0.0005698770010411138
K12n842,12,11,0.0016112186937531491
K12n843,12,11,0.0045391519375567709
K12n844,12,11,0.0007907589678737639
K12n845,12,11,0.0029039716715040017
K12n846,12,11,0.00029223149387330879
K12n847,12,11,0.0023342275002362473
K12n848,12,11,0.003202621456530547
K12n849,12,11,0.0011939760439358803
K12n85,12,11,0.0018024526383512429
K12n850,12,11,0.0022934989728458132
K12n851,12,11,0.0021424699384798738
K12n852,12,10,0.0082375695589139691
K12n853,12,11,0.0077640161115351287
K12n854,12,11,0.0099898318911912538
K12n855,12,11,0.0015322626093600496
K12n856,12,11,0.005104177710685511
K12n857,12,11,0.0058930255514264415
K12n858,12,11,0.00048026280598004531
K12n859,12,11,0.00028516710028358402
K12n86,12,11,0.0017297297272591183
K12n860,12,11,0.012717753101621458
K12n861,12,11,0.00039907266060239737
K12n862,12,11,0.00014358883853808922
K12n863,12,11,0.00054212984729493064
K12n864,12,11,0.0023117226423172007
K12n865,12,10,0.00046830957512014311
K12n866,12,10,0.00030516883752557334
K12n867,12,11,0.00016140148591488093
K12n868,12,11,0.00090469971388891914
K12n869,12,11,0.0011772297629627866
K12n87,12,12,0.0017539061179455355
K12n870,12,11,0.0033101075183728764
K12n871,12,11,0.0021696645410062333
K12n872,12,11,0.00070219616303135305
K12n873,12,11,0.0009997496970301856
K12n874,12,11,0.00024093918155937194
K12n875,12,11,0.0010355848762888639
K12n876,12,11,0.016023037844522421
K12n877,12,11,0.0021040220995994872
K12n878,12,11,0.001641335756402982
K12n879,12,11,0.002569717915273168
K12n88,12,12,0.00077480357585444574
K12n880,12,11,0.0010220666478893987
K12n881,12,11,0.00026970407017672522
K12n882,12,11,0.00039640894708810494
K12n883,12,11,0.0016924849551362552
K12n884,12,11,0.0038416797946205831
K12n885,12,11,0.007229968488529295
K12n886,12,11,0.00021322075253850124
K12n887,12,11,0.0017790016703100793
K12n888,12,11,0.006663169037165349
K12n89,12,11,0.00028479267880038788
K12n9,12,11,0.00087115301016123345
K12n90,12,11,0.00068942314238342817
K12n91,12,12,0.0030983776676352134
K12n92,12,12,0.0018920503491746308
K12n93,12,12,0.0031785558426763406
K12n94,12,11,0.0011528415895461083
K12n95,12,11,0.0044883965192423526
K12n96,12,12,0.00055019637848593322
K12n97,12,11,0.00016152594817701716
K12n98,12,11,0.0031261323413822014
K12n99,12,11,0.00088019567139832253
K13a1,13,12,0.0015087545242901286
K13a10,13,13,8.8085572348902872e-05
K13a100,13,13,0.0021199025229593571
K13a1000,13,12,0.001204424627526715
K13a1001,13,13,0.0017942250262087047
K13a1002,13,12,0.017106178869819254
K13a1003,13,13,3.138088557548391e-05
K13a1004,13,12,0.00026539523462534945
K13a1005,13,13,0.004752534812236006
K13a1006,13,13,0.00082156533462885881
K13a1007,13,12,0.0039280458737371137
K13a1008,13,13,0.0016115325248448125
K13a1009,13,12,0.0034485709401247604
K13a101,13,13,0.0039332331934517697
K13a1010,13,12,0.0011468762286504007
K13a1011,13,12,0.00032639715544685154
K13a1012,13,12,0.0062276089585183835
K13a1013,13,12,0.0029668961047475502
K13a1014,13,12,4.9382511161210347e-05
K13a1015,13,12,0.0013387354393736102
K13a1016,13,12,0.001676533542568172
K13a1017,13,12,0.00026856302431306088
K13a1018,13,12,0.00039387926465516272
K13a1019,13,12,0.0042989072372008833
K13a102,13,12,0.00027309216364734725
K13a1020,13,12,0.0018769670164260819
K13a1021,13,13,0.0025094157971148408
K13a1022,13,12,0.0019414447630678585
K13a1023,13,12,0.0025795794529605391
K13a1024,13,13,0.00027473412808821967
K13a1025,13,12,0.0013645395428853249
K13a1026,13,12,0.0014538784036538398
K13a1027,13,12,0.0044250293907404439
K13a1028,13,12,0.0034949380267855143
K13a1029,13,12,0.0051926203460637742
K13a103,13,12,0.00023250968783055111
K13a1030,13,12,0.0022445129944090188
K13a1031,13,12,0.0012031135212239121
K13a1032,13,13,0.00046602764172347816
K13a1033,13,12,0.0020118011830940231
K13a1034,13,12,0.0009247657540441132
K13a1035,13,12,0.0038598360899435515
K13a1036,13,12,0.0012483987483150284
K13a1037,13,13,0.00021256108828890977
K13a1038,13,12,0.0074213593357141698
K13a1039,13,12,0.0051247020596338032
K13a104,13,13,1.3016801400945302e-05
K13a1040,13,12,0.00019845760042217698
K13a1041,13,12,0.0032955374490691411
K13a1042,13,12,0.0019090441875995706
K13a1043,13,13,0.0010667949942967838
K13a1044,13,13,0.0018139803395404448
K13a1045,13,13,0.015804828130648492
K13a1046,13,13,0.0038927858149880776
K13a1047,13,13,0.0030420383773057695
K13a1048,13,13,0.00052600869804356317
K13a1049,13,12,0.0030246116977903736
K13a105,13,13,0.0033428817544323476
K13a1050,13,12,0.0011671044066041633
K13a1051,13,12,0.00056797998960150711
K13a1052,13,12,0.0042451660711781856
K13a1053,13,12,0.0017545547237461563
K13a1054,13,12,0.0021300604694903689
K13a1055,13,12,0.0042181964079668907
K13a1056,13,12,0.0016844289523993796
K13a1057,13,12,0.0008351046034810359
K13a1058,13,12,0.0034363550680402799
K13a1059,13,12,0.0062551510852668973
K13a106,13,13,0.0012341428658592239
K13a1060,13,13,0.0065929170652276568
K13a1061,13,12,0.0066901484563252969
K13a1062,13,12,0.0047746078443489494
K13a1063,13,12,0.00080782216575421247
K13a1064,13,12,7.8976515792253957e-05
K13a1065,13,12,0.0043892797292940074
K13a1066,13,12,0.0016298143259388213
K13a1067,13,12,0.0014540784730446047
K13a1068,13,12,0.0004051217730515267
K13a1069,13,12,0.0024087441664542397
K13a107,13,12,0.001518560524690956
K13a1070,13,12,0.002754327356689918
K13a1071,13,12,0.0032848435308496606
K13a1072,13,12,0.0012266871589941162
K13a1073,13,12,7.7880452192423476e-06
K13a1074,13,13,0.0015275122730134382
K13a1075,13,13,0.0036893973852247081
K13a1076,13,12,0.0002949823259659837
K13a1077,13,12,0.0026752130896959742
K13a1078,13,12,0.0026641417624253313
K13a1079,13,12,0.0010055882457424426
K13a108,13,12,0.00019166795444623165
K13a1080,13,12,0.0054239720097138443
K13a1081,13,12,0.0031718723626428798
K13a1082,13,12,0.0016227699686429458
K13a1083,13,12,0.00027512256452845885
K13a1084,13,12,0.00075953493498854196
K13a1085,13,12,7.5237286620962219e-05
K13a1086,13,12,0.0028568441136744699
K13a1087,13,12,2.1228382074326032e-05
K13a1088,13,12,0.0019122458308351762
K13a1089,13,12,0.001102065520021044
K13a109,13,13,0.00065912757063999719
K13a1090,13,12,0.0083983040594387375
K13a1091,13,12,0.0015388525040810422
K13a1092,13,12,0.00071125254670195866
K13a1093,13,12,0.0014877420665749136
K13a1094,13,12,0.0064285070267457159
K13a1095,13,12,0.0012764202919593431
K13a1096,13,13,0.0037995735557246045
K13a1097,13,12,0.0018734911731949613
K13a1098,13,12,0.0042280038028345273
K13a1099,13,12,0.008382563096946849
K13a11,13,12,0.0017817385356605348
K13a110,13,13,0.0020039356261560867
K13a1100,13,13,0.0015693618183397222
K13a1101,13,12,0.0015096119785960056
K13a1102,13,12,0.0089449504082313638
K13a1103,13,13,0.0052995733904463846
K13a1104,13,13,0.00027807278522886227
K13a1105,13,12,0.0022558576965225935
K13a1106,13,12,0.00029788217052491571
K13a1107,13,12,0.0017005108371761766
K13a1108,13,12,0.00063893209982720763
K13a1109,13,12,0.0013325876508186133
K13a111,13,12,0.00018936025940971405
K13a1110,13,12,0.0023819535979557895
K13a1111,13,12,0.00046058513942208993
K13a1112,13,12,0.0040291762237408928
K13a1113,13,12,0.0013002983344635891
K13a1114,13,12,0.0040857878548930301
K13a1115,13,12,5.2841106285636973e-05
K13a1116,13,12,0.0023691941123791045
K13a1117,13,12,0.00064056587415545511
K13a1118,13,12,0.00055696446843971688
K13a1119,13,12,0.0047631284929905687
K13a112,13,13,0.0032135637559938617
K13a1120,13,13,0.00036191566095725305
K13a1121,13,12,0.0012808883172134929
K13a1122,13,12,0.0079929677347153113
K13a1123,13,12,0.001107724094469506
K13a1124,13,12,0.00095089783717323213
K13a1125,13,12,0.0034945223853457227
K13a1126,13,12,0.0014038561425337845
K13a1127,13,12,0.0069615682408647878
K13a1128,13,12,0.00080439417433006953
K13a1129,13,12,6.0787522549822172e-05
K13a113,13,13,0.00048096998968775193
K13a1130,13,12,0.00022733414671307644
K13a1131,13,12,0.0002255388508492406
K13a1132,13,12,0.0029265562006559795
K13a1133,13,12,0.0014165065752520607
K13a1134,13,12,0.004293037118290181
K13a1135,13,12,0.00076731112680709804
K13a1136,13,12,0.0023245712223486483
K13a1137,13,12,0.00060668451152521782
K13a1138,13,12,0.00059599775404623693
K13a1139,13,12,0.0037247579394334472
K13a114,13,13,0.001030644858733127
K13a1140,13,12,0.0075416539940930784
K13a1141,13,12,0.0012334468601609859
K13a1142,13,12,0.0040536747550447847
K13a1143,13,12,0.0067022361837154373
K13a1144,13,12,0.00076754250600887767
K13a1145,13,12,0.0043691945508381996
K13a1146,13,12,0.0042602750257177977
K13a1147,13,12,0.0022658898330752933
K13a1148,13,12,0.0012270707957081867
K13a1149,13,12,0.0013973909777765226
K13a115,13,13,0.0029093729334714862
K13a1150,13,12,0.019503986914948881
K13a1151,13,12,0.0018056835737884618
K13a1152,13,12,0.00015600061545437409
K13a1153,13,13,0.0019186008410896256
K13a1154,13,12,0.0011915827291674754
K13a1155,13,12,0.00041129394609652103
K13a1156,13,13,0.00017898760527816659
K13a1157,13,13,0.0011967236910573852
K13a1158,13,13,0.00041185170120857848
K13a1159,13,13,0.00071945465681196562
K13a116,13,12,0.0015252235730613742
K13a1160,13,12,0.0035984248200744986
K13a1161,13,12,0.0011855295528383771
K13a1162,13,12,0.00092308907488343234
K13a1163,13,12,0.00060418656830444381
K13a1164,13,12,0.0016117247499453878
K13a1165,13,12,0.0012217551282399338
K13a1166,13,13,0.0039469394430599785
K13a1167,13,12,4.6034579561640643e-05
K13a1168,13,12,0.00058397383905279198
K13a1169,13,12,0.0018408353079115715
K13a117,13,13,0.00027136215933667139
K13a1170,13,12,0.0094863304357735555
K13a1171,13,12,0.0014909083349925664
K13a1172,13,13,0.0038036732179296544
K13a1173,13,13,0.0038408705984383849
K13a1174,13,12,0.0017176254931594275
K13a1175,13,12,0.002360512143232376
K13a1176,13,12,0.002057208995688621
K13a1177,13,12,0.0013569259598720015
K13a1178,13,12,0.0009188866289966119
K13a1179,13,12,0.0024145547070371577
K13a118,13,13,0.0035029055364705131
K13a1180,13,12,0.0027416738863906536
K13a1181,13,12,0.0040397661581827605
K13a1182,13,13,0.0027040765438689882
K13a1183,13,13,0.00052618866633136305
K13a1184,13,12,0.0049841095981840739
K13a1185,13,13,0.00058202368453663092
K13a1186,13,12,0.0021508801319821877
K13a1187,13,12,0.00032659944828652813
K13a1188,13,12,0.0015497560201631366
K13a1189,13,12,0.0032871127021886458
K13a119,13,13,0.001606441238011807
K13a1190,13,12,0.0044976071836646363
K13a1191,13,12,0.001206064968067525
K13a1192,13,12,0.00336325384456435
K13a1193,13,12,0.0029859956235916045
K13a1194,13,12,0.00068892037522140048
K13a1195,13,12,0.00052544725353359783
K13a1196,13,12,0.0030931369852166416
K13a1197,13,12,0.0016560506133361992
K13a1198,13,12,0.0011372059314107823
K13a1199,13,12,0.00023436063043489884
K13a12,13,12,0.006176130642875601
K13a120,13,13,0.0002398602399951632
K13a1200,13,12,0.0035146094877703841
K13a1201,13,12,0.0081058841433990919
K13a1202,13,12,0.0017817365307446339
K13a1203,13,12,0.00037666471872082534
K13a1204,13,13,0.0040710607411052748
K13a1205,13,13,0.0036651231362630496
K13a1206,13,13,0.0065818234741929216
K13a1207,13,12,0.0081876142113824664
K13a1208,13,13,0.0033410140839599629
K13a1209,13,12,0.010815475474054889
K13a121,13,12,0.0014788782689216504
K13a1210,13,12,0.0032460914387526744
K13a1211,13,13,0.0014697902070138871
K13a1212,13,13,0.0057340582247283204
K13a1213,13,12,0.0045242872989280404
K13a1214,13,12,0.0030913961109437955
K13a1215,13,13,0.0089258356849000325
K13a1216,13,12,0.0017382012108142855
K13a1217,13,13,0.00069296330456034385
K13a1218,13,12,0.018954638817956216
K13a1219,13,12,0.00028491518284319529
K13a122,13,13,0.0016120347514000854
K13a1220,13,12,0.0074627054977466191
K13a1221,13,12,0.0017543408871146908
K13a1222,13,12,0.0032739022753500518
K13a1223,13,12,0.0029800748319245411
K13a1224,13,12,0.0030294312037831127
K13a1225,13,12,0.0035091119798303211
K13a1226,13,12,0.0016261393456780454
K13a1227,13,12,0.00059496601858875656
K13a1228,13,12,0.00424734340648445
K13a1229,13,13,0.0065157632186240242
K13a123,13,13,5.6707440840260039e-05
K13a1230,13,13,0.0015488474106965997
K13a1231,13,13,0.00065140050876978466
K13a1232,13,13,0.00023405872197875476
K13a1233,13,13,0.007473657666730988
K13a1234,13,13,0.00045503301978001343
K13a1235,13,13,0.00020199112380562989
K13a1236,13,13,0.00022158371433601736
K13a1237,13,12,0.0020983233003392327
K13a1238,13,13,0.0026536509872290351
K13a1239,13,13,0.00067976956206890692
K13a124,13,13,0.0019150186803245344
K13a1240,13,13,0.00059695088387809307
K13a1241,13,13,0.0022356340868882403
K13a1242,13,12,0.0019466540241136285
K13a1243,13,13,0.00064094831923864357
K13a1244,13,12,0.0082799442216370429
K13a1245,13,12,0.012067634011249974
K13a1246,13,13,0.0036751983232950289
K13a1247,13,13,0.0015038708989364527
K13a1248,13,13,0.00058750663880392361
K13a1249,13,12,0.0015323835338176513
K13a125,13,12,0.0011897237112648942
K13a1250,13,13,0.00071815630560176803
K13a1251,13,12,0.0045019774440039914
K13a1252,13,12,0.0016709663136083154
K13a1253,13,12,0.0068586013522875678
K13a1254,13,12,0.0012638913827747041
K13a1255,13,12,0.0011626617675396611
K13a1256,13,12,0.0012624250319586219
K13a1257,13,12,0.00090495805140514932
K13a1258,13,12,0.001259791177540361
K13a1259,13,12,0.00038542443871295603
K13a126,13,12,1.9072365833072477e-05
K13a1260,13,12,0.0021660675490966868
K13a1261,13,12,0.0036659055434944956
K13a1262,13,12,0.00013284743018087661
K13a1263,13,12,0.0024529658886986898
K13a1264,13,12,0.00025317928093752988
K13a1265,13,12,0.0026243728044040679
K13a1266,13,12,0.00080830036156598144
K13a1267,13,12,0.0012965249301042873
K13a1268,13,12,0.00066847788529856547
K13a1269,13,12,0.0024591990313365631
K13a127,13,13,0.00041307515387977584
K13a1270,13,12,0.0027552181694351489
K13a1271,13,12,0.001580942137098407
K13a1272,13,12,0.00029609552651132593
K13a1273,13,13,0.0011215831374543216
K13a1274,13,12,0.018888187946506901
K13a1275,13,12,0.0067917827269888282
K13a1276,13,13,0.004289418615692076
K13a1277,13,12,0.00022643550300078109
K13a1278,13,12,0.00019896629886703886
K13a1279,13,12,0.00017293964535774518
K13a128,13,13,0.0040180236442179619
K13a1280,13,12,0.00056665251795271713
K13a1281,13,12,0.0022744139548516455
K13a1282,13,12,0.00088556673257276033
K13a1283,13,13,0.0093013937430475938
K13a1284,13,12,0.00033330168184105414
K13a1285,13,12,0.00078854946579479839
K13a1286,13,12,0.0038168070728101223
K13a1287,13,12,0.0068554221995328086
K13a1288,13,13,0.0022548999570595478
K13a1289,13,12,0.0016288113331776105
K13a129,13,13,0.0067034667821983624
K13a1290,13,13,0.00058420323284773148
K13a1291,13,12,0.0014640140454124499
K13a1292,13,12,0.0071241489903167681
K13a1293,13,12,0.0016683399287616347
K13a1294,13,12,0.0018532110244976745
K13a1295,13,13,0.00065147679107933508
K13a1296,13,12,0.00059746593001905237
K13a1297,13,12,0.0035972073162231929
K13a1298,13,12,6.2602673607091867e-05
K13a1299,13,12,0.0018913511766753641
K13a13,13,13,0.0066943179769742012
K13a130,13,13,0.0025431870418048939
K13a1300,13,12,0.0016247233996889722
K13a1301,13,12,0.00063182867263225845
K13a1302,13,12,0.0015970324877450531
K13a1303,13,12,0.00011355199326912225
K13a1304,13,12,0.0002990551173837234
K13a1305,13,12,0.0045943825158346746
K13a1306,13,12,0.0081418642627139205
K13a1307,13,12,0.0045237059750373012
K13a1308,13,12,0.0067817564447484515
K13a1309,13,12,0.00034703400351876891
K13a131,13,13,0.0055630862057137465
K13a1310,13,12,0.0079016782279480377
K13a1311,13,12,0.0006788715376536158
K13a1312,13,12,0.0020990749075496195
K13a1313,13,12,0.0020642738475968583
K13a1314,13,12,0.0023013617799460609
K13a1315,13,12,0.010387268192960318
K13a1316,13,12,0.0038734987528462033
K13a1317,13,12,0.00068808229745184898
K13a1318,13,12,0.00051607133452457904
K13a1319,13,12,0.00036481790184851213
K13a132,13,13,0.00056654425979152357
K13a1320,13,12,0.00080897109604316975
K13a1321,13,12,0.002589937149769332
K13a1322,13,12,0.0002207948765469056
K13a1323,13,12,0.00092389269268818301
K13a1324,13,12,0.00075489116552534576
K13a1325,13,12,0.0018617482707811767
K13a1326,13,12,0.001290467416446426
K13a1327,13,12,0.0011414985285840428
K13a1328,13,12,0.0014016452549392301
K13a1329,13,12,0.00058048486342254573
K13a133,13,13,0.0026875482865172098
K13a1330,13,12,0.0003665181962732917
K13a1331,13,12,0.0028286955113010779
K13a1332,13,12,0.0019272144920311565
K13a1333,13,12,3.0153717130083633e-05
K13a1334,13,12,0.0051199822699083113
K13a1335,13,12,0.00093738604760659045
K13a1336,13,12,0.007907180015048379
K13a1337,13,12,0.0020293791643382418
K13a1338,13,12,0.0030805266222984377
K13a1339,13,13,0.0012727718737618405
K13a134,13,13,0.00068183611422160994
K13a1340,13,12,0.0070859089234019098
K13a1341,13,12,0.00071813098886619952
K13a1342,13,12,0.0028916234997689856
K13a1343,13,12,0.0022237145052526968
K13a1344,13,12,1.9299291566605901e-05
K13a1345,13,12,0.0013159681968401449
K13a1346,13,12,0.010974269772253822
K13a1347,13,12,0.0028009351541323931
K13a1348,13,12,0.0016045024955495474
K13a1349,13,12,0.0057487196669390606
K13a135,13,12,0.00043309825690284164
K13a1350,13,12,0.0011105061677272635
K13a1351,13,12,0.00038067431907003331
K13a1352,13,12,0.00085092300976898658
K13a1353,13,12,0.0001729710214821935
K13a1354,13,12,0.0034194374695045849
K13a1355,13,13,0.00019269882765969636
K13a1356,13,13,0.00042795085664564284
K13a1357,13,12,0.004396465369134764
K13a1358,13,12,0.0071277314506479087
K13a1359,13,13,0.0050729695028865754
K13a136,13,12,0.00064772081191186257
K13a1360,13,13,0.0055281869261101738
K13a1361,13,12,0.011153155431480183
K13a1362,13,12,0.0020460439412813701
K13a1363,13,12,0.0011888075649599125
K13a1364,13,12,9.4109039825597426e-05
K13a1365,13,12,0.018049728766411546
K13a1366,13,12,0.0021341566843421345
K13a1367,13,12,0.0010695956802134164
K13a1368,13,12,0.0060157264657106062
K13a1369,13,12,0.0027144225078324312
K13a137,13,12,0.0021964202542855849
K13a1370,13,12,0.00059707833898527639
K13a1371,13,13,0.0022305272316447701
K13a1372,13,12,0.011370183688000027
K13a1373,13,13,0.0032384819304716104
K13a1374,13,12,0.0083624665338042602
K13a1375,13,12,0.00063175414634993423
K13a1376,13,12,8.7204266800029959e-05
K13a1377,13,12,0.002759910651967287
K13a1378,13,12,0.0014892068271997357
K13a1379,13,12,0.0013161837204289297
K13a138,13,12,0.0019609307391429453
K13a1380,13,12,0.0017225459394268733
K13a1381,13,12,0.0023561335314156986
K13a1382,13,12,0.0024841252515381759
K13a1383,13,12,0.0015151363500864145
K13a1384,13,12,0.00046859681253871226
K13a1385,13,12,0.00087759455645931568
K13a1386,13,12,0.00023462739371861338
K13a1387,13,12,0.00034929384761855301
K13a1388,13,12,0.0032183087824315436
K13a1389,13,13,0.0031546947010497434
K13a139,13,12,0.0015746669532197171
K13a1390,13,13,0.00032474921303334535
K13a1391,13,13,0.0026796056441245023
K13a1392,13,13,0.0012890431212830191
K13a1393,13,13,0.0042757847538111276
K13a1394,13,12,0.0025329731554550707
K13a1395,13,12,0.0026785868173063716
K13a1396,13,13,0.004450016642326758
K13a1397,13,12,0.0056856393399106839
K13a1398,13,12,0.00067027408057941586
K13a1399,13,12,0.0089520170474199721
K13a14,13,13,0.0025390996564788231
K13a140,13,12,0.0018606150723821629
K13a1400,13,12,0.0020850007118905726
K13a1401,13,12,0.0015846540088207393
K13a1402,13,13,0.0025596988572031856
K13a1403,13,13,0.0018282073639613215
K13a1404,13,12,0.0052826044852608001
K13a1405,13,12,0.00076525496373046993
K13a1406,13,12,0.0020216896927619612
K13a1407,13,13,0.00020461213638297632
K13a1408,13,13,0.0054905816237089469
K13a1409,13,13,0.0045118129787183317
K13a141,13,13,0.0046511490975165758
K13a1410,13,13,0.0054294963106538063
K13a1411,13,13,0.0098072739718327116
K13a1412,13,12,0.0025921442918524795
K13a1413,13,13,0.0055691679094678126
K13a1414,13,12,0.00544917600937668
K13a1415,13,12,0.0047223099958580419
K13a1416,13,13,0.00089388900787336703
K13a1417,13,12,0.0022747341333795839
K13a1418,13,12,0.00076608999041274885
K13a1419,13,12,9.0034264632562688e-05
